referencia,titulo,categoria,preco,descricao,variacao,estoque,marca,image0,image1,image2,image3,image4,image5,image6,image7,image8,image9,image10,image11,image12,image13,image14,image15,video1
13000-04C,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04C

Material: Napa Preto;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,31,Torricella,img/13000-04C/Tenis Feminino 0.jpg,img/13000-04C/Tenis Feminino 1.jpg,img/13000-04C/Tenis Feminino 2.jpg,img/13000-04C/Tenis Feminino 3.jpg,img/13000-04C/Tenis Feminino 4.jpg,img/13000-04C/Tenis Feminino 5.jpg,img/13000-04C/Tenis Feminino 6.jpg,img/13000-04C/Tenis Feminino 7.jpg,img/13000-04C/Tenis Feminino 8.jpg,img/13000-04C/Tenis Feminino 9.jpg,img/13000-04C/Tenis Feminino 10.mp4,,,,,,
13000-04D,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04D

Material: Tecido Jeans;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",34,0,Torricella,img/13000-04D/Tenis Feminino 0.jpg,img/13000-04D/Tenis Feminino 1.jpg,img/13000-04D/Tenis Feminino 2.jpg,img/13000-04D/Tenis Feminino 3.jpg,img/13000-04D/Tenis Feminino 4.jpg,img/13000-04D/Tenis Feminino 5.jpg,img/13000-04D/Tenis Feminino 6.jpg,img/13000-04D/Tenis Feminino 7.jpg,img/13000-04D/Tenis Feminino 8.jpg,img/13000-04D/Tenis Feminino 9.jpg,img/13000-04D/Tenis Feminino 10.mp4,,,,,,
13000-04D,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04D

Material: Tecido Jeans;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",35,3,Torricella,img/13000-04D/Tenis Feminino 0.jpg,img/13000-04D/Tenis Feminino 1.jpg,img/13000-04D/Tenis Feminino 2.jpg,img/13000-04D/Tenis Feminino 3.jpg,img/13000-04D/Tenis Feminino 4.jpg,img/13000-04D/Tenis Feminino 5.jpg,img/13000-04D/Tenis Feminino 6.jpg,img/13000-04D/Tenis Feminino 7.jpg,img/13000-04D/Tenis Feminino 8.jpg,img/13000-04D/Tenis Feminino 9.jpg,img/13000-04D/Tenis Feminino 10.mp4,,,,,,
13000-04D,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04D

Material: Tecido Jeans;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",36,7,Torricella,img/13000-04D/Tenis Feminino 0.jpg,img/13000-04D/Tenis Feminino 1.jpg,img/13000-04D/Tenis Feminino 2.jpg,img/13000-04D/Tenis Feminino 3.jpg,img/13000-04D/Tenis Feminino 4.jpg,img/13000-04D/Tenis Feminino 5.jpg,img/13000-04D/Tenis Feminino 6.jpg,img/13000-04D/Tenis Feminino 7.jpg,img/13000-04D/Tenis Feminino 8.jpg,img/13000-04D/Tenis Feminino 9.jpg,img/13000-04D/Tenis Feminino 10.mp4,,,,,,
13000-04D,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04D

Material: Tecido Jeans;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",37,6,Torricella,img/13000-04D/Tenis Feminino 0.jpg,img/13000-04D/Tenis Feminino 1.jpg,img/13000-04D/Tenis Feminino 2.jpg,img/13000-04D/Tenis Feminino 3.jpg,img/13000-04D/Tenis Feminino 4.jpg,img/13000-04D/Tenis Feminino 5.jpg,img/13000-04D/Tenis Feminino 6.jpg,img/13000-04D/Tenis Feminino 7.jpg,img/13000-04D/Tenis Feminino 8.jpg,img/13000-04D/Tenis Feminino 9.jpg,img/13000-04D/Tenis Feminino 10.mp4,,,,,,
13000-04D,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04D

Material: Tecido Jeans;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",38,6,Torricella,img/13000-04D/Tenis Feminino 0.jpg,img/13000-04D/Tenis Feminino 1.jpg,img/13000-04D/Tenis Feminino 2.jpg,img/13000-04D/Tenis Feminino 3.jpg,img/13000-04D/Tenis Feminino 4.jpg,img/13000-04D/Tenis Feminino 5.jpg,img/13000-04D/Tenis Feminino 6.jpg,img/13000-04D/Tenis Feminino 7.jpg,img/13000-04D/Tenis Feminino 8.jpg,img/13000-04D/Tenis Feminino 9.jpg,img/13000-04D/Tenis Feminino 10.mp4,,,,,,
13000-04D,Tênis Feminino,Calçados Femininos Tênis,"R$ 64,90","Código Ref.: 13000-04D

Material: Tecido Jeans;

Palmilha: 4 mm de Espessura na cor Bege;

Forro: Cacharrel, material espumado para maior conforto, na cor Bege;

Salto / Solado: 3 cm de Altura, PVC Flexível, antiderrapante, na cor branco.
Dimensões da Caixa: 28 x 20 x 9,5 cm
Peso do Produto na Caixa: 600 gramas (aproximadamente)",39,1,Torricella,img/13000-04D/Tenis Feminino 0.jpg,img/13000-04D/Tenis Feminino 1.jpg,img/13000-04D/Tenis Feminino 2.jpg,img/13000-04D/Tenis Feminino 3.jpg,img/13000-04D/Tenis Feminino 4.jpg,img/13000-04D/Tenis Feminino 5.jpg,img/13000-04D/Tenis Feminino 6.jpg,img/13000-04D/Tenis Feminino 7.jpg,img/13000-04D/Tenis Feminino 8.jpg,img/13000-04D/Tenis Feminino 9.jpg,img/13000-04D/Tenis Feminino 10.mp4,,,,,,
10.057F,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057F

Material: Verniz Verde;

Enfeite: Tiras em Laço Verniz Verde e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,1,Torricella,img/10.057F/Sapatilha Feminina Perola 0.jpg,img/10.057F/Sapatilha Feminina Perola 1.jpg,img/10.057F/Sapatilha Feminina Perola 2.jpg,img/10.057F/Sapatilha Feminina Perola 3.jpg,img/10.057F/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057F,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057F

Material: Verniz Verde;

Enfeite: Tiras em Laço Verniz Verde e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,3,Torricella,img/10.057F/Sapatilha Feminina Perola 0.jpg,img/10.057F/Sapatilha Feminina Perola 1.jpg,img/10.057F/Sapatilha Feminina Perola 2.jpg,img/10.057F/Sapatilha Feminina Perola 3.jpg,img/10.057F/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057F,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057F

Material: Verniz Verde;

Enfeite: Tiras em Laço Verniz Verde e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,4,Torricella,img/10.057F/Sapatilha Feminina Perola 0.jpg,img/10.057F/Sapatilha Feminina Perola 1.jpg,img/10.057F/Sapatilha Feminina Perola 2.jpg,img/10.057F/Sapatilha Feminina Perola 3.jpg,img/10.057F/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057F,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057F

Material: Verniz Verde;

Enfeite: Tiras em Laço Verniz Verde e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,2,Torricella,img/10.057F/Sapatilha Feminina Perola 0.jpg,img/10.057F/Sapatilha Feminina Perola 1.jpg,img/10.057F/Sapatilha Feminina Perola 2.jpg,img/10.057F/Sapatilha Feminina Perola 3.jpg,img/10.057F/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057F,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057F

Material: Verniz Verde;

Enfeite: Tiras em Laço Verniz Verde e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,0,Torricella,img/10.057F/Sapatilha Feminina Perola 0.jpg,img/10.057F/Sapatilha Feminina Perola 1.jpg,img/10.057F/Sapatilha Feminina Perola 2.jpg,img/10.057F/Sapatilha Feminina Perola 3.jpg,img/10.057F/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057F,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057F

Material: Verniz Verde;

Enfeite: Tiras em Laço Verniz Verde e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Verde e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.057F/Sapatilha Feminina Perola 0.jpg,img/10.057F/Sapatilha Feminina Perola 1.jpg,img/10.057F/Sapatilha Feminina Perola 2.jpg,img/10.057F/Sapatilha Feminina Perola 3.jpg,img/10.057F/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057G,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057G

Material: Verniz Amarelo;

Enfeite: Tiras em Laço Verniz Amarelo e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,0,Torricella,img/10.057G/Sapatilha Feminina Perola 0.jpg,img/10.057G/Sapatilha Feminina Perola 1.jpg,img/10.057G/Sapatilha Feminina Perola 2.jpg,img/10.057G/Sapatilha Feminina Perola 3.jpg,img/10.057G/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057G,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057G

Material: Verniz Amarelo;

Enfeite: Tiras em Laço Verniz Amarelo e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,6,Torricella,img/10.057G/Sapatilha Feminina Perola 0.jpg,img/10.057G/Sapatilha Feminina Perola 1.jpg,img/10.057G/Sapatilha Feminina Perola 2.jpg,img/10.057G/Sapatilha Feminina Perola 3.jpg,img/10.057G/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057G,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057G

Material: Verniz Amarelo;

Enfeite: Tiras em Laço Verniz Amarelo e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,9,Torricella,img/10.057G/Sapatilha Feminina Perola 0.jpg,img/10.057G/Sapatilha Feminina Perola 1.jpg,img/10.057G/Sapatilha Feminina Perola 2.jpg,img/10.057G/Sapatilha Feminina Perola 3.jpg,img/10.057G/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057G,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057G

Material: Verniz Amarelo;

Enfeite: Tiras em Laço Verniz Amarelo e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,13,Torricella,img/10.057G/Sapatilha Feminina Perola 0.jpg,img/10.057G/Sapatilha Feminina Perola 1.jpg,img/10.057G/Sapatilha Feminina Perola 2.jpg,img/10.057G/Sapatilha Feminina Perola 3.jpg,img/10.057G/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057G,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057G

Material: Verniz Amarelo;

Enfeite: Tiras em Laço Verniz Amarelo e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,3,Torricella,img/10.057G/Sapatilha Feminina Perola 0.jpg,img/10.057G/Sapatilha Feminina Perola 1.jpg,img/10.057G/Sapatilha Feminina Perola 2.jpg,img/10.057G/Sapatilha Feminina Perola 3.jpg,img/10.057G/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057G,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057G

Material: Verniz Amarelo;

Enfeite: Tiras em Laço Verniz Amarelo e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Amarelo e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,3,Torricella,img/10.057G/Sapatilha Feminina Perola 0.jpg,img/10.057G/Sapatilha Feminina Perola 1.jpg,img/10.057G/Sapatilha Feminina Perola 2.jpg,img/10.057G/Sapatilha Feminina Perola 3.jpg,img/10.057G/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057H,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057H

Material: Verniz Vermelho;

Enfeite: Tiras em Laço Verniz Vermelho e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,4,Torricella,img/10.057H/Sapatilha Feminina Perola 0.jpg,img/10.057H/Sapatilha Feminina Perola 1.jpg,img/10.057H/Sapatilha Feminina Perola 2.jpg,img/10.057H/Sapatilha Feminina Perola 3.jpg,img/10.057H/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057H,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057H

Material: Verniz Vermelho;

Enfeite: Tiras em Laço Verniz Vermelho e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,10,Torricella,img/10.057H/Sapatilha Feminina Perola 0.jpg,img/10.057H/Sapatilha Feminina Perola 1.jpg,img/10.057H/Sapatilha Feminina Perola 2.jpg,img/10.057H/Sapatilha Feminina Perola 3.jpg,img/10.057H/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057H,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057H

Material: Verniz Vermelho;

Enfeite: Tiras em Laço Verniz Vermelho e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,9,Torricella,img/10.057H/Sapatilha Feminina Perola 0.jpg,img/10.057H/Sapatilha Feminina Perola 1.jpg,img/10.057H/Sapatilha Feminina Perola 2.jpg,img/10.057H/Sapatilha Feminina Perola 3.jpg,img/10.057H/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057H,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057H

Material: Verniz Vermelho;

Enfeite: Tiras em Laço Verniz Vermelho e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,11,Torricella,img/10.057H/Sapatilha Feminina Perola 0.jpg,img/10.057H/Sapatilha Feminina Perola 1.jpg,img/10.057H/Sapatilha Feminina Perola 2.jpg,img/10.057H/Sapatilha Feminina Perola 3.jpg,img/10.057H/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057H,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057H

Material: Verniz Vermelho;

Enfeite: Tiras em Laço Verniz Vermelho e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,6,Torricella,img/10.057H/Sapatilha Feminina Perola 0.jpg,img/10.057H/Sapatilha Feminina Perola 1.jpg,img/10.057H/Sapatilha Feminina Perola 2.jpg,img/10.057H/Sapatilha Feminina Perola 3.jpg,img/10.057H/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057H,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057H

Material: Verniz Vermelho;

Enfeite: Tiras em Laço Verniz Vermelho e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Vermelho e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,3,Torricella,img/10.057H/Sapatilha Feminina Perola 0.jpg,img/10.057H/Sapatilha Feminina Perola 1.jpg,img/10.057H/Sapatilha Feminina Perola 2.jpg,img/10.057H/Sapatilha Feminina Perola 3.jpg,img/10.057H/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057I,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057I

Material: Verniz Pink;

Enfeite: Tiras em Laço Verniz Pink e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",34,4,Torricella,img/10.057I/Sapatilha Feminina Perola 0.jpg,img/10.057I/Sapatilha Feminina Perola 1.jpg,img/10.057I/Sapatilha Feminina Perola 2.jpg,img/10.057I/Sapatilha Feminina Perola 3.jpg,img/10.057I/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057I,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057I

Material: Verniz Pink;

Enfeite: Tiras em Laço Verniz Pink e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",35,5,Torricella,img/10.057I/Sapatilha Feminina Perola 0.jpg,img/10.057I/Sapatilha Feminina Perola 1.jpg,img/10.057I/Sapatilha Feminina Perola 2.jpg,img/10.057I/Sapatilha Feminina Perola 3.jpg,img/10.057I/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057I,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057I

Material: Verniz Pink;

Enfeite: Tiras em Laço Verniz Pink e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",36,9,Torricella,img/10.057I/Sapatilha Feminina Perola 0.jpg,img/10.057I/Sapatilha Feminina Perola 1.jpg,img/10.057I/Sapatilha Feminina Perola 2.jpg,img/10.057I/Sapatilha Feminina Perola 3.jpg,img/10.057I/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057I,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057I

Material: Verniz Pink;

Enfeite: Tiras em Laço Verniz Pink e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",37,1,Torricella,img/10.057I/Sapatilha Feminina Perola 0.jpg,img/10.057I/Sapatilha Feminina Perola 1.jpg,img/10.057I/Sapatilha Feminina Perola 2.jpg,img/10.057I/Sapatilha Feminina Perola 3.jpg,img/10.057I/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057I,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057I

Material: Verniz Pink;

Enfeite: Tiras em Laço Verniz Pink e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",38,3,Torricella,img/10.057I/Sapatilha Feminina Perola 0.jpg,img/10.057I/Sapatilha Feminina Perola 1.jpg,img/10.057I/Sapatilha Feminina Perola 2.jpg,img/10.057I/Sapatilha Feminina Perola 3.jpg,img/10.057I/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
10.057I,Sapatilha Feminina Pérola,Calçados Femininos Sapatilhas,"R$ 59,90","Código Ref.: 10.057I

Material: Verniz Pink;

Enfeite: Tiras em Laço Verniz Pink e Pérolas em ABS;

Palmilha: 4 mm de Espessura em Verniz Pink e taloneira em Napa Bege claro;

Salto: 8 mm de Altura com antiderrapante e Filete ABS Metalizado Dourado;

Forro: Napa Bege claro;

Solado: PVC Flex na cor bege.
Dimensões da Caixa: 30 x 16 x 9,5 cm
Peso do Produto na Caixa: 400 gramas (aproximadamente)",39,0,Torricella,img/10.057I/Sapatilha Feminina Perola 0.jpg,img/10.057I/Sapatilha Feminina Perola 1.jpg,img/10.057I/Sapatilha Feminina Perola 2.jpg,img/10.057I/Sapatilha Feminina Perola 3.jpg,img/10.057I/Sapatilha Feminina Perola 4.jpg,,,,,,,,,,,,
